Iteration,Discriminator Loss,Generator Loss
9,0.7084141373634338,0.7243260741233826
19,0.6805075407028198,0.7459993362426758
29,0.64191734790802,0.7711752653121948
39,0.6326579451560974,0.8021104335784912
49,0.6024188995361328,0.834499716758728
59,0.5736956000328064,0.8720391392707825
69,0.5415014624595642,0.9109915494918823
79,0.5188249349594116,0.9749786257743835
89,0.49271368980407715,1.0617456436157227
99,0.4373934268951416,1.138453722000122
109,0.37028130888938904,1.3006973266601562
119,0.34170985221862793,1.4327657222747803
129,0.28520119190216064,1.5255626440048218
139,0.2686004638671875,1.6662697792053223
149,0.22255805134773254,1.7994384765625
159,0.2442215085029602,1.886272668838501
169,0.20321117341518402,2.103090763092041
179,0.20966091752052307,1.9206774234771729
189,0.21769213676452637,2.060236692428589
199,0.21391086280345917,2.1647658348083496
209,0.2053493857383728,2.40006160736084
219,0.22787298262119293,2.528167486190796
229,0.20600691437721252,2.4045732021331787
239,0.20992398262023926,2.4922590255737305
249,0.19153201580047607,2.546365737915039
259,0.20471052825450897,2.3355464935302734
269,0.281317800283432,2.7826406955718994
279,0.29113009572029114,2.6331684589385986
289,0.25458982586860657,2.7913026809692383
299,0.3053303062915802,2.322756767272949
309,0.2946428656578064,2.844491958618164
319,0.31571146845817566,2.474611520767212
329,0.3670078217983246,2.5542373657226562
339,0.4223580062389374,2.3788719177246094
349,0.3790076673030853,2.8266515731811523
359,0.4067365527153015,2.725189208984375
369,0.42467671632766724,2.67669677734375
379,0.5128493905067444,3.276536226272583
389,0.32971853017807007,2.403428792953491
399,0.5508663654327393,1.6141139268875122
409,0.4124606251716614,1.9372656345367432
419,0.3814298212528229,2.6995835304260254
429,0.5844607949256897,2.751884937286377
439,0.42933550477027893,2.199700117111206
449,0.510448694229126,2.423306465148926
459,0.8562896847724915,3.340880870819092
469,0.44505032896995544,2.199838399887085
479,0.5061643719673157,2.215237855911255
489,0.6011314988136292,2.333927631378174
499,1.0939306020736694,0.7469884753227234
509,0.6814526915550232,2.288914680480957
519,0.5687851905822754,2.4597110748291016
529,0.6434365510940552,2.445329189300537
539,0.9451932311058044,1.0021216869354248
549,0.5264140367507935,1.9543191194534302
559,0.6187098622322083,2.1607096195220947
569,0.5867856740951538,2.0862584114074707
579,0.617725670337677,2.033663749694824
589,0.6038320064544678,2.5145206451416016
599,0.7754224538803101,1.3378007411956787
609,0.6975588798522949,2.099092960357666
619,0.6564254760742188,2.012237310409546
629,0.7161966562271118,1.7996602058410645
639,3.297269821166992,0.09598830342292786
649,0.7581230401992798,1.97605299949646
659,0.7725406885147095,1.9621179103851318
669,0.840753436088562,2.284231662750244
679,0.7061926126480103,1.9590678215026855
689,2.1613097190856934,2.8552145957946777
699,0.9219790101051331,2.035080909729004
709,0.7817277908325195,2.028041362762451
719,0.7662661671638489,2.1819868087768555
729,0.878752589225769,1.6366169452667236
739,0.886300802230835,1.8466081619262695
749,0.9069671630859375,1.792521357536316
759,3.617563247680664,0.07567434012889862
769,0.7626703977584839,1.9832406044006348
779,4.347467422485352,0.03745334967970848
789,0.9530844688415527,1.8667404651641846
799,1.0722187757492065,1.3601304292678833
809,0.99363112449646,1.9555768966674805
819,5.347797870635986,3.259753704071045
829,1.060832142829895,1.9073659181594849
839,1.0411860942840576,1.7114315032958984
849,6.375252723693848,0.005704163108021021
859,0.9728978872299194,1.8084673881530762
869,1.0592474937438965,2.1330854892730713
879,1.068732500076294,2.0876364707946777
889,7.64384651184082,3.9324564933776855
899,1.1167328357696533,2.0600061416625977
909,1.0385510921478271,1.6438359022140503
919,1.0986034870147705,1.8090059757232666
929,1.1888227462768555,1.5576119422912598
939,1.048799991607666,1.5189859867095947
949,5.42103910446167,0.011448325589299202
959,1.2870641946792603,1.9826722145080566
969,1.1072157621383667,1.8343755006790161
979,1.195763349533081,1.8379480838775635
989,1.1851279735565186,1.9720903635025024
999,1.9867644309997559,0.47546714544296265
1009,1.175419569015503,1.2754652500152588
1019,1.1611824035644531,1.7273648977279663
1029,3.1558821201324463,0.1093507707118988
1039,1.3298050165176392,2.2062368392944336
1049,1.508916974067688,2.1419763565063477
1059,2.5810296535491943,0.28884798288345337
1069,5.818190574645996,0.00854954868555069
1079,1.3226196765899658,1.7272155284881592
1089,7.267518520355225,0.002400161698460579
1099,11.6392240524292,2.9702894607908092e-05
1109,1.6274404525756836,2.4441704750061035
1119,1.4345492124557495,2.1496737003326416
1129,4.828226566314697,0.02724846452474594
1139,1.3664209842681885,1.5366698503494263
1149,1.7044001817703247,2.2177751064300537
1159,2.0212273597717285,0.43638676404953003
1169,1.62104332447052,1.135239839553833
1179,1.6400928497314453,2.3437530994415283
1189,2.2284011840820312,0.5233954191207886
1199,1.9103195667266846,0.5446963310241699
1209,4.272612571716309,0.0353802926838398
1219,1.6260771751403809,2.2612829208374023
1229,5.823364734649658,0.010770796798169613
1239,4.08249568939209,0.05944472551345825
1249,3.075741767883301,3.5814104080200195
1259,1.9729058742523193,0.7917925119400024
1269,1.8087046146392822,1.4686064720153809
1279,3.2548439502716064,0.15065836906433105
1289,1.7583937644958496,1.7840074300765991
1299,12.521546363830566,1.3000265425944235e-05
1309,2.019568920135498,2.636692762374878
1319,6.46888542175293,0.005635252222418785
1329,2.763798236846924,0.23576422035694122
1339,9.74771785736084,0.00019093527225777507
1349,13.407837867736816,6.45154887024546e-06
1359,2.1871449947357178,2.4741618633270264
1369,5.802002906799316,4.850264072418213
1379,1.8737647533416748,1.9704179763793945
1389,5.287618160247803,0.015999430790543556
1399,2.5282065868377686,0.3546196520328522
1409,1.9793853759765625,1.6976611614227295
1419,8.383416175842285,6.26228666305542
1429,1.9932842254638672,0.7648972272872925
1439,2.6393275260925293,3.189452886581421
1449,4.255598068237305,4.184438705444336
1459,11.440299987792969,4.815170541405678e-05
1469,2.3889994621276855,0.4986529052257538
1479,10.276644706726074,0.00013756833504885435
1489,1.8646708726882935,0.8643091917037964
1499,13.077041625976562,8.826451448840089e-06
1509,2.1513118743896484,3.1365652084350586
1519,4.6482038497924805,4.6369404792785645
1529,9.165740966796875,0.000400412711314857
1539,3.734282970428467,0.07132875919342041
1549,2.637481451034546,3.3622050285339355
1559,3.9894754886627197,4.303184509277344
1569,1.6619384288787842,1.7498178482055664
1579,2.743483543395996,3.167156219482422
1589,3.209963798522949,0.16159166395664215
1599,3.7759625911712646,4.189814567565918
1609,9.815323829650879,0.0001701722212601453
1619,3.608078956604004,0.11384077370166779
1629,3.279620409011841,0.11412708461284637
1639,3.8123672008514404,4.098616123199463
1649,11.893214225769043,4.4731194066116586e-05
1659,2.7872838973999023,0.32480621337890625
1669,5.0738606452941895,4.8846330642700195
1679,9.977832794189453,0.0002224293421022594
1689,5.77520751953125,5.187201023101807
1699,9.308195114135742,0.0006519600283354521
1709,4.9428815841674805,4.898682594299316
1719,9.845306396484375,0.00023261831665877253
1729,3.7908883094787598,0.12956903874874115
1739,10.945123672485352,6.448735075537115e-05
1749,2.206347942352295,0.5262874364852905
1759,2.4192099571228027,0.5749045610427856
1769,1.7948976755142212,1.7235735654830933
1779,3.954115867614746,4.1664042472839355
1789,6.876229286193848,6.036247253417969
1799,11.989933967590332,2.849155498552136e-05
1809,3.556201934814453,0.12765087187290192
1819,7.9740824699401855,0.0012357275700196624
1829,6.815945625305176,0.004762236028909683
1839,6.36679744720459,0.01150643453001976
1849,2.987210273742676,0.2824530601501465
1859,10.27527904510498,0.0001350283419014886
1869,4.716139316558838,4.689308166503906
1879,12.105855941772461,1.972551217477303e-05
1889,2.0393948554992676,0.6476380228996277
1899,3.283953905105591,3.762834310531616
1909,4.834177017211914,0.024720942601561546
1919,4.299137592315674,4.698920249938965
1929,10.288911819458008,0.00030060613062232733
1939,6.307981967926025,5.5501885414123535
1949,11.846611976623535,4.306606570025906e-05
1959,3.999420166015625,0.06338458508253098
1969,11.459251403808594,3.866753831971437e-05
1979,3.1259615421295166,0.23414894938468933
1989,8.691729545593262,6.858922004699707
1999,3.9200685024261475,0.0799553394317627
2009,8.865771293640137,0.0006060143350623548
2019,7.407960891723633,6.372171401977539
2029,4.681812763214111,0.039879120886325836
2039,11.7708101272583,6.567859963979572e-05
2049,2.031475067138672,0.7434996962547302
2059,4.553550720214844,0.06873978674411774
2069,2.675464153289795,2.9068169593811035
2079,9.369166374206543,7.579057693481445
2089,12.022645950317383,2.730634150793776e-05
2099,8.264472961425781,0.0009894100949168205
2109,2.103926420211792,1.3436496257781982
2119,11.172345161437988,0.0001203313295263797
2129,2.007207155227661,1.411482334136963
2139,2.194091796875,0.6741028428077698
2149,3.933159828186035,0.09466169774532318
2159,5.281289100646973,4.970829010009766
2169,8.495421409606934,6.94380521774292
2179,2.2164111137390137,0.8325253129005432
2189,11.905608177185059,2.7972055249847472e-05
2199,6.324031352996826,0.006955684162676334
2209,2.5126445293426514,0.3587399423122406
2219,6.291172504425049,5.645606994628906
2229,9.39189338684082,0.0004603802226483822
2239,8.104866981506348,6.674529552459717
2249,7.944173336029053,6.732823371887207
2259,7.50045919418335,6.312183380126953
2269,6.798644065856934,5.8532843589782715
2279,1.9938724040985107,1.200261116027832
2289,11.925074577331543,2.6521905965637416e-05
2299,3.0189900398254395,2.973295211791992
2309,2.02561092376709,0.9314162731170654
2319,9.409247398376465,8.13143539428711
2329,4.712104320526123,4.582029819488525
2339,7.040934085845947,6.258518218994141
2349,1.9855077266693115,2.251596450805664
2359,3.405047655105591,3.574589490890503
2369,7.647115707397461,6.550262451171875
2379,11.301593780517578,6.19285783614032e-05
2389,11.169917106628418,5.1414572226349264e-05
2399,2.2929434776306152,0.6149806976318359
2409,4.6477251052856445,4.443035125732422
2419,1.8059139251708984,1.2582850456237793
2429,9.555132865905762,8.28171157836914
2439,8.941182136535645,7.43792724609375
2449,13.673539161682129,2.9387961149041075e-06
2459,2.209486961364746,0.5480725169181824
2469,9.12936782836914,0.0003862801240757108
2479,3.025590419769287,0.2171829640865326
2489,2.437805414199829,2.6996679306030273
2499,1.8234553337097168,1.844360113143921
2509,5.8665361404418945,0.008759289979934692
2519,8.761990547180176,7.477278709411621
2529,7.419251918792725,6.211755752563477
2539,6.2697224617004395,0.00721531268209219
2549,5.990357875823975,5.205937385559082
2559,9.094453811645508,0.00036327255656942725
2569,5.701045989990234,4.994483470916748
2579,3.00425124168396,3.2398934364318848
2589,3.5667800903320312,0.10215111821889877
2599,2.6533303260803223,0.27668440341949463
2609,2.480807065963745,2.843050956726074
2619,8.676008224487305,0.0006934372358955443
2629,2.047957420349121,0.4898366928100586
2639,3.801750898361206,3.747605323791504
2649,11.982669830322266,2.4134558771038428e-05
2659,5.618587017059326,4.998955726623535
2669,5.10530948638916,4.611887454986572
2679,9.20741081237793,0.00039698040927760303
2689,1.7688747644424438,1.1815781593322754
2699,9.660459518432617,0.0005115929525345564
2709,11.713452339172363,2.8455971914809197e-05
2719,9.280145645141602,0.00020249826775398105
2729,10.832416534423828,5.375694308895618e-05
2739,1.737633228302002,1.3110102415084839
2749,10.791446685791016,6.455327093135566e-05
